dataset,dataset_display,model,seed,class_label,num_classes,class_size,n_members,n_nonmembers,tpr_at_1pct_fpr
locations,locations,mlp,4,6,10,87,44,43,0.045454545454545456
locations,locations,mlp,4,7,10,223,111,112,0.12612612612612611
locations,locations,mlp,4,8,10,113,57,56,0.03508771929824561
locations,locations,mlp,4,9,10,152,76,76,0.02631578947368421
locations,locations,mlp,5,0,10,126,63,63,0.0
locations,locations,mlp,5,1,10,126,63,63,0.015873015873015872
locations,locations,mlp,5,2,10,118,59,59,0.03389830508474576
locations,locations,mlp,5,3,10,123,61,62,0.01639344262295082
locations,locations,mlp,5,4,10,81,41,40,0.34146341463414637
locations,locations,mlp,5,5,10,141,70,71,0.2
locations,locations,mlp,5,6,10,87,44,43,0.36363636363636365
locations,locations,mlp,5,7,10,227,113,114,0.07964601769911504
locations,locations,mlp,5,8,10,108,54,54,0.037037037037037035
locations,locations,mlp,5,9,10,146,73,73,0.1643835616438356
locations,locations,real-tabpfn,1,0,10,132,66,66,0.21212121212121213
locations,locations,real-tabpfn,1,1,10,132,66,66,0.13636363636363635
locations,locations,real-tabpfn,1,2,10,110,55,55,0.16363636363636364
locations,locations,real-tabpfn,1,3,10,114,57,57,0.24561403508771928
locations,locations,real-tabpfn,1,4,10,66,33,33,0.5151515151515151
locations,locations,real-tabpfn,1,5,10,146,73,73,0.3424657534246575
locations,locations,real-tabpfn,1,6,10,87,44,43,0.3181818181818182
locations,locations,real-tabpfn,1,7,10,233,116,117,0.1810344827586207
locations,locations,real-tabpfn,1,8,10,115,57,58,0.12280701754385964
locations,locations,real-tabpfn,1,9,10,148,74,74,0.0945945945945946
locations,locations,real-tabpfn,2,0,10,127,63,64,0.2857142857142857
locations,locations,real-tabpfn,2,1,10,140,70,70,0.08571428571428572
locations,locations,real-tabpfn,2,2,10,106,53,53,0.09433962264150944
locations,locations,real-tabpfn,2,3,10,124,62,62,0.16129032258064516
locations,locations,real-tabpfn,2,4,10,70,35,35,0.02857142857142857
locations,locations,real-tabpfn,2,5,10,132,66,66,0.0
locations,locations,real-tabpfn,2,6,10,96,48,48,0.020833333333333332
locations,locations,real-tabpfn,2,7,10,222,111,111,0.12612612612612611
locations,locations,real-tabpfn,2,8,10,108,54,54,0.25925925925925924
locations,locations,real-tabpfn,2,9,10,158,79,79,0.25316455696202533
locations,locations,real-tabpfn,3,0,10,129,64,65,0.1875
locations,locations,real-tabpfn,3,1,10,128,64,64,0.09375
locations,locations,real-tabpfn,3,2,10,112,56,56,0.16071428571428573
locations,locations,real-tabpfn,3,3,10,125,63,62,0.19047619047619047
locations,locations,real-tabpfn,3,4,10,74,37,37,0.2972972972972973
locations,locations,real-tabpfn,3,5,10,132,66,66,0.30303030303030304
locations,locations,real-tabpfn,3,6,10,93,47,46,0.3191489361702128
locations,locations,real-tabpfn,3,7,10,229,114,115,0.07017543859649122
locations,locations,real-tabpfn,3,8,10,116,58,58,0.4482758620689655
locations,locations,real-tabpfn,3,9,10,145,72,73,0.125
locations,locations,real-tabpfn,4,0,10,120,60,60,0.26666666666666666
locations,locations,real-tabpfn,4,1,10,136,68,68,0.04411764705882353
locations,locations,real-tabpfn,4,2,10,115,57,58,0.05263157894736842
locations,locations,real-tabpfn,4,3,10,126,63,63,0.07936507936507936
locations,locations,real-tabpfn,4,4,10,74,37,37,0.13513513513513514
locations,locations,real-tabpfn,4,5,10,137,68,69,0.22058823529411764
locations,locations,real-tabpfn,4,6,10,87,44,43,0.0
locations,locations,real-tabpfn,4,7,10,223,111,112,0.06306306306306306
locations,locations,real-tabpfn,4,8,10,113,57,56,0.19298245614035087
locations,locations,real-tabpfn,4,9,10,152,76,76,0.0
locations,locations,real-tabpfn,5,0,10,126,63,63,0.14285714285714285
locations,locations,real-tabpfn,5,1,10,126,63,63,0.07936507936507936
locations,locations,real-tabpfn,5,2,10,118,59,59,0.11864406779661017
locations,locations,real-tabpfn,5,3,10,123,61,62,0.39344262295081966
locations,locations,real-tabpfn,5,4,10,81,41,40,0.07317073170731707
locations,locations,real-tabpfn,5,5,10,141,70,71,0.07142857142857142
locations,locations,real-tabpfn,5,6,10,87,44,43,0.2727272727272727
locations,locations,real-tabpfn,5,7,10,227,113,114,0.23893805309734514
locations,locations,real-tabpfn,5,8,10,108,54,54,0.18518518518518517
locations,locations,real-tabpfn,5,9,10,146,73,73,0.0958904109589041
locations,locations,rf,1,0,10,132,66,66,0.0
locations,locations,rf,1,1,10,132,66,66,0.06060606060606061
locations,locations,rf,1,2,10,110,55,55,0.2
locations,locations,rf,1,3,10,114,57,57,0.45614035087719296
locations,locations,rf,1,4,10,66,33,33,0.0
locations,locations,rf,1,5,10,146,73,73,0.684931506849315
locations,locations,rf,1,6,10,87,44,43,0.7045454545454546
locations,locations,rf,1,7,10,233,116,117,0.5862068965517241
locations,locations,rf,1,8,10,115,57,58,0.9649122807017544
locations,locations,rf,1,9,10,148,74,74,0.4864864864864865
locations,locations,rf,2,0,10,127,63,64,1.0
locations,locations,rf,2,1,10,140,70,70,0.0
locations,locations,rf,2,2,10,106,53,53,0.9811320754716981
locations,locations,rf,2,3,10,124,62,62,0.8870967741935484
locations,locations,rf,2,4,10,70,35,35,1.0
locations,locations,rf,2,5,10,132,66,66,1.0
locations,locations,rf,2,6,10,96,48,48,0.9791666666666666
locations,locations,rf,2,7,10,222,111,111,1.0
locations,locations,rf,2,8,10,108,54,54,1.0
locations,locations,rf,2,9,10,158,79,79,1.0
locations,locations,rf,3,0,10,129,64,65,0.0
locations,locations,rf,3,1,10,128,64,64,0.203125
locations,locations,rf,3,2,10,112,56,56,0.32142857142857145
locations,locations,rf,3,3,10,125,63,62,0.36507936507936506
locations,locations,rf,3,4,10,74,37,37,0.5675675675675675
locations,locations,rf,3,5,10,132,66,66,0.9848484848484849
locations,locations,rf,3,6,10,93,47,46,0.3617021276595745
locations,locations,rf,3,7,10,229,114,115,0.6228070175438597
locations,locations,rf,3,8,10,116,58,58,1.0
locations,locations,rf,3,9,10,145,72,73,0.6944444444444444
locations,locations,rf,4,0,10,120,60,60,0.3333333333333333
locations,locations,rf,4,1,10,136,68,68,0.07352941176470588
locations,locations,rf,4,2,10,115,57,58,0.10526315789473684
locations,locations,rf,4,3,10,126,63,63,0.12698412698412698
locations,locations,rf,4,4,10,74,37,37,0.8918918918918919
locations,locations,rf,4,5,10,137,68,69,0.9411764705882353
locations,locations,rf,4,6,10,87,44,43,0.045454545454545456
locations,locations,rf,4,7,10,223,111,112,0.6036036036036037
locations,locations,rf,4,8,10,113,57,56,0.6842105263157895
locations,locations,rf,4,9,10,152,76,76,0.8552631578947368
locations,locations,rf,5,0,10,126,63,63,0.9206349206349206
locations,locations,rf,5,1,10,126,63,63,0.5555555555555556
locations,locations,rf,5,2,10,118,59,59,0.6440677966101694
locations,locations,rf,5,3,10,123,61,62,0.6721311475409836
locations,locations,rf,5,4,10,81,41,40,1.0
locations,locations,rf,5,5,10,141,70,71,1.0
locations,locations,rf,5,6,10,87,44,43,0.9318181818181818
locations,locations,rf,5,7,10,227,113,114,0.9823008849557522
locations,locations,rf,5,8,10,108,54,54,1.0
locations,locations,rf,5,9,10,146,73,73,0.9726027397260274
locations,locations,tabdpt,1,0,10,132,66,66,0.10606060606060606
locations,locations,tabdpt,1,1,10,132,66,66,0.09090909090909091
locations,locations,tabdpt,1,2,10,110,55,55,0.2
locations,locations,tabdpt,1,3,10,114,57,57,0.03508771929824561
locations,locations,tabdpt,1,4,10,66,33,33,0.09090909090909091
locations,locations,tabdpt,1,5,10,146,73,73,0.684931506849315
locations,locations,tabdpt,1,6,10,87,44,43,0.0
locations,locations,tabdpt,1,7,10,233,116,117,0.1896551724137931
locations,locations,tabdpt,1,8,10,115,57,58,0.2631578947368421
locations,locations,tabdpt,1,9,10,148,74,74,0.33783783783783783
locations,locations,tabdpt,2,0,10,127,63,64,0.25396825396825395
locations,locations,tabdpt,2,1,10,140,70,70,0.0
locations,locations,tabdpt,2,2,10,106,53,53,0.11320754716981132
locations,locations,tabdpt,2,3,10,124,62,62,0.0967741935483871
locations,locations,tabdpt,2,4,10,70,35,35,0.14285714285714285
locations,locations,tabdpt,2,5,10,132,66,66,0.0
locations,locations,tabdpt,2,6,10,96,48,48,0.10416666666666667
locations,locations,tabdpt,2,7,10,222,111,111,0.18018018018018017
locations,locations,tabdpt,2,8,10,108,54,54,0.18518518518518517
locations,locations,tabdpt,2,9,10,158,79,79,0.1518987341772152
locations,locations,tabdpt,3,0,10,129,64,65,0.15625
locations,locations,tabdpt,3,1,10,128,64,64,0.046875
locations,locations,tabdpt,3,2,10,112,56,56,0.0
locations,locations,tabdpt,3,3,10,125,63,62,0.14285714285714285
locations,locations,tabdpt,3,4,10,74,37,37,0.32432432432432434
locations,locations,tabdpt,3,5,10,132,66,66,0.3484848484848485
locations,locations,tabdpt,3,6,10,93,47,46,0.3191489361702128
locations,locations,tabdpt,3,7,10,229,114,115,0.2894736842105263
locations,locations,tabdpt,3,8,10,116,58,58,0.25862068965517243
locations,locations,tabdpt,3,9,10,145,72,73,0.0
locations,locations,tabdpt,4,0,10,120,60,60,0.2
locations,locations,tabdpt,4,1,10,136,68,68,0.014705882352941176
locations,locations,tabdpt,4,2,10,115,57,58,0.14035087719298245
locations,locations,tabdpt,4,3,10,126,63,63,0.07936507936507936
locations,locations,tabdpt,4,4,10,74,37,37,0.35135135135135137
locations,locations,tabdpt,4,5,10,137,68,69,0.5882352941176471
locations,locations,tabdpt,4,6,10,87,44,43,0.20454545454545456
locations,locations,tabdpt,4,7,10,223,111,112,0.36036036036036034
locations,locations,tabdpt,4,8,10,113,57,56,0.3508771929824561
locations,locations,tabdpt,4,9,10,152,76,76,0.0
locations,locations,tabdpt,5,0,10,126,63,63,0.31746031746031744
locations,locations,tabdpt,5,1,10,126,63,63,0.047619047619047616
locations,locations,tabdpt,5,2,10,118,59,59,0.11864406779661017
locations,locations,tabdpt,5,3,10,123,61,62,0.08196721311475409
locations,locations,tabdpt,5,4,10,81,41,40,0.2926829268292683
locations,locations,tabdpt,5,5,10,141,70,71,0.5
locations,locations,tabdpt,5,6,10,87,44,43,0.4772727272727273
locations,locations,tabdpt,5,7,10,227,113,114,0.23008849557522124
locations,locations,tabdpt,5,8,10,108,54,54,0.05555555555555555
locations,locations,tabdpt,5,9,10,146,73,73,0.410958904109589
locations,locations,tabicl,1,0,10,132,66,66,0.10606060606060606
locations,locations,tabicl,1,1,10,132,66,66,0.12121212121212122
locations,locations,tabicl,1,2,10,110,55,55,0.34545454545454546
locations,locations,tabicl,1,3,10,114,57,57,0.17543859649122806
locations,locations,tabicl,1,4,10,66,33,33,0.30303030303030304
locations,locations,tabicl,1,5,10,146,73,73,0.4246575342465753
locations,locations,tabicl,1,6,10,87,44,43,0.5
locations,locations,tabicl,1,7,10,233,116,117,0.12931034482758622
locations,locations,tabicl,1,8,10,115,57,58,0.17543859649122806
locations,locations,tabicl,1,9,10,148,74,74,0.21621621621621623
locations,locations,tabicl,2,0,10,127,63,64,0.1111111111111111
locations,locations,tabicl,2,1,10,140,70,70,0.014285714285714285
locations,locations,tabicl,2,2,10,106,53,53,0.1509433962264151
locations,locations,tabicl,2,3,10,124,62,62,0.12903225806451613
locations,locations,tabicl,2,4,10,70,35,35,0.34285714285714286
locations,locations,tabicl,2,5,10,132,66,66,0.5151515151515151
locations,locations,tabicl,2,6,10,96,48,48,0.020833333333333332
locations,locations,tabicl,2,7,10,222,111,111,0.11711711711711711
locations,locations,tabicl,2,8,10,108,54,54,0.2962962962962963
locations,locations,tabicl,2,9,10,158,79,79,0.35443037974683544
locations,locations,tabicl,3,0,10,129,64,65,0.203125
locations,locations,tabicl,3,1,10,128,64,64,0.0625
locations,locations,tabicl,3,2,10,112,56,56,0.0
locations,locations,tabicl,3,3,10,125,63,62,0.031746031746031744
locations,locations,tabicl,3,4,10,74,37,37,0.3783783783783784
locations,locations,tabicl,3,5,10,132,66,66,0.36363636363636365
locations,locations,tabicl,3,6,10,93,47,46,0.7872340425531915
locations,locations,tabicl,3,7,10,229,114,115,0.13157894736842105
locations,locations,tabicl,3,8,10,116,58,58,0.3275862068965517
locations,locations,tabicl,3,9,10,145,72,73,0.0
locations,locations,tabicl,4,0,10,120,60,60,0.43333333333333335
locations,locations,tabicl,4,1,10,136,68,68,0.1323529411764706
locations,locations,tabicl,4,2,10,115,57,58,0.08771929824561403
locations,locations,tabicl,4,3,10,126,63,63,0.1111111111111111
locations,locations,tabicl,4,4,10,74,37,37,0.0
locations,locations,tabicl,4,5,10,137,68,69,0.4411764705882353
locations,locations,tabicl,4,6,10,87,44,43,0.25
locations,locations,tabicl,4,7,10,223,111,112,0.27927927927927926
locations,locations,tabicl,4,8,10,113,57,56,0.0
locations,locations,tabicl,4,9,10,152,76,76,0.0
locations,locations,tabicl,5,0,10,126,63,63,0.25396825396825395
locations,locations,tabicl,5,1,10,126,63,63,0.1746031746031746
locations,locations,tabicl,5,2,10,118,59,59,0.0847457627118644
locations,locations,tabicl,5,3,10,123,61,62,0.03278688524590164
locations,locations,tabicl,5,4,10,81,41,40,0.4146341463414634
locations,locations,tabicl,5,5,10,141,70,71,0.22857142857142856
locations,locations,tabicl,5,6,10,87,44,43,0.25
locations,locations,tabicl,5,7,10,227,113,114,0.13274336283185842
locations,locations,tabicl,5,8,10,108,54,54,0.18518518518518517
locations,locations,tabicl,5,9,10,146,73,73,0.1917808219178082
locations,locations,tabnet,1,0,10,132,66,66,0.0
locations,locations,tabnet,1,1,10,132,66,66,0.09090909090909091
locations,locations,tabnet,1,2,10,110,55,55,0.0
locations,locations,tabnet,1,3,10,114,57,57,0.05263157894736842
locations,locations,tabnet,1,4,10,66,33,33,0.2727272727272727
locations,locations,tabnet,1,5,10,146,73,73,0.0958904109589041
locations,locations,tabnet,1,6,10,87,44,43,0.0
locations,locations,tabnet,1,7,10,233,116,117,0.05172413793103448
locations,locations,tabnet,1,8,10,115,57,58,0.0
locations,locations,tabnet,1,9,10,148,74,74,0.10810810810810811
locations,locations,tabnet,2,0,10,127,63,64,0.031746031746031744
locations,locations,tabnet,2,1,10,140,70,70,0.0
locations,locations,tabnet,2,2,10,106,53,53,0.0
locations,locations,tabnet,2,3,10,124,62,62,0.0
locations,locations,tabnet,2,4,10,70,35,35,0.0
locations,locations,tabnet,2,5,10,132,66,66,0.0
locations,locations,tabnet,2,6,10,96,48,48,0.020833333333333332
locations,locations,tabnet,2,7,10,222,111,111,0.036036036036036036
locations,locations,tabnet,2,8,10,108,54,54,0.05555555555555555
locations,locations,tabnet,2,9,10,158,79,79,0.05063291139240506
locations,locations,tabnet,3,0,10,129,64,65,0.0625
locations,locations,tabnet,3,1,10,128,64,64,0.0
locations,locations,tabnet,3,2,10,112,56,56,0.0
locations,locations,tabnet,3,3,10,125,63,62,0.0
locations,locations,tabnet,3,4,10,74,37,37,0.02702702702702703
locations,locations,tabnet,3,5,10,132,66,66,0.030303030303030304
locations,locations,tabnet,3,6,10,93,47,46,0.02127659574468085
locations,locations,tabnet,3,7,10,229,114,115,0.07894736842105263
locations,locations,tabnet,3,8,10,116,58,58,0.05172413793103448
locations,locations,tabnet,3,9,10,145,72,73,0.05555555555555555
locations,locations,tabnet,4,0,10,120,60,60,0.0
locations,locations,tabnet,4,1,10,136,68,68,0.0
locations,locations,tabnet,4,2,10,115,57,58,0.017543859649122806
locations,locations,tabnet,4,3,10,126,63,63,0.031746031746031744
locations,locations,tabnet,4,4,10,74,37,37,0.0
locations,locations,tabnet,4,5,10,137,68,69,0.07352941176470588
locations,locations,tabnet,4,6,10,87,44,43,0.0
locations,locations,tabnet,4,7,10,223,111,112,0.0
locations,locations,tabnet,4,8,10,113,57,56,0.0
locations,locations,tabnet,4,9,10,152,76,76,0.05263157894736842
locations,locations,tabnet,5,0,10,126,63,63,0.1746031746031746
locations,locations,tabnet,5,1,10,126,63,63,0.015873015873015872
locations,locations,tabnet,5,2,10,118,59,59,0.11864406779661017
locations,locations,tabnet,5,3,10,123,61,62,0.09836065573770492
locations,locations,tabnet,5,4,10,81,41,40,0.14634146341463414
locations,locations,tabnet,5,5,10,141,70,71,0.0
locations,locations,tabnet,5,6,10,87,44,43,0.09090909090909091
locations,locations,tabnet,5,7,10,227,113,114,0.02654867256637168
locations,locations,tabnet,5,8,10,108,54,54,0.07407407407407407
locations,locations,tabnet,5,9,10,146,73,73,0.0
locations,locations,tabpfn,1,0,10,132,66,66,0.0
locations,locations,tabpfn,1,1,10,132,66,66,0.07575757575757576
locations,locations,tabpfn,1,2,10,110,55,55,0.2
locations,locations,tabpfn,1,3,10,114,57,57,0.08771929824561403
locations,locations,tabpfn,1,4,10,66,33,33,0.0
locations,locations,tabpfn,1,5,10,146,73,73,0.273972602739726
locations,locations,tabpfn,1,6,10,87,44,43,0.38636363636363635
locations,locations,tabpfn,1,7,10,233,116,117,0.12931034482758622
locations,locations,tabpfn,1,8,10,115,57,58,0.21052631578947367
locations,locations,tabpfn,1,9,10,148,74,74,0.0
locations,locations,tabpfn,2,0,10,127,63,64,0.15873015873015872
locations,locations,tabpfn,2,1,10,140,70,70,0.02857142857142857
locations,locations,tabpfn,2,2,10,106,53,53,0.07547169811320754
locations,locations,tabpfn,2,3,10,124,62,62,0.1774193548387097
locations,locations,tabpfn,2,4,10,70,35,35,0.2
locations,locations,tabpfn,2,5,10,132,66,66,0.24242424242424243
locations,locations,tabpfn,2,6,10,96,48,48,0.0
locations,locations,tabpfn,2,7,10,222,111,111,0.15315315315315314
locations,locations,tabpfn,2,8,10,108,54,54,0.2222222222222222
locations,locations,tabpfn,2,9,10,158,79,79,0.05063291139240506
locations,locations,tabpfn,3,0,10,129,64,65,0.171875
locations,locations,tabpfn,3,1,10,128,64,64,0.109375
locations,locations,tabpfn,3,2,10,112,56,56,0.03571428571428571
locations,locations,tabpfn,3,3,10,125,63,62,0.0
locations,locations,tabpfn,3,4,10,74,37,37,0.3783783783783784
locations,locations,tabpfn,3,5,10,132,66,66,0.22727272727272727
locations,locations,tabpfn,3,6,10,93,47,46,0.3617021276595745
locations,locations,tabpfn,3,7,10,229,114,115,0.14035087719298245
locations,locations,tabpfn,3,8,10,116,58,58,0.1724137931034483
locations,locations,tabpfn,3,9,10,145,72,73,0.1527777777777778
locations,locations,tabpfn,4,0,10,120,60,60,0.48333333333333334
locations,locations,tabpfn,4,1,10,136,68,68,0.07352941176470588
locations,locations,tabpfn,4,2,10,115,57,58,0.05263157894736842
locations,locations,tabpfn,4,3,10,126,63,63,0.2857142857142857
locations,locations,tabpfn,4,4,10,74,37,37,0.0
locations,locations,tabpfn,4,5,10,137,68,69,0.0
locations,locations,tabpfn,4,6,10,87,44,43,0.25
locations,locations,tabpfn,4,7,10,223,111,112,0.18018018018018017
locations,locations,tabpfn,4,8,10,113,57,56,0.10526315789473684
locations,locations,tabpfn,4,9,10,152,76,76,0.21052631578947367
locations,locations,tabpfn,5,0,10,126,63,63,0.19047619047619047
locations,locations,tabpfn,5,1,10,126,63,63,0.1111111111111111
locations,locations,tabpfn,5,2,10,118,59,59,0.13559322033898305
locations,locations,tabpfn,5,3,10,123,61,62,0.5081967213114754
locations,locations,tabpfn,5,4,10,81,41,40,0.0
locations,locations,tabpfn,5,5,10,141,70,71,0.08571428571428572
locations,locations,tabpfn,5,6,10,87,44,43,0.4318181818181818
locations,locations,tabpfn,5,7,10,227,113,114,0.1504424778761062
locations,locations,tabpfn,5,8,10,108,54,54,0.12962962962962962
locations,locations,tabpfn,5,9,10,146,73,73,0.2876712328767123
url,url,lightgbm,1,0,2,4255,2128,2127,0.049342105263157895
url,url,lightgbm,1,1,2,4317,2158,2159,0.04541241890639481
url,url,lightgbm,2,0,2,4269,2134,2135,0.04967197750702906
url,url,lightgbm,2,1,2,4303,2152,2151,0.048327137546468404
url,url,lightgbm,3,0,2,4294,2147,2147,0.04052165812761994
url,url,lightgbm,3,1,2,4278,2139,2139,0.037868162692847124
url,url,lightgbm,4,0,2,4294,2147,2147,0.05449464368886819
url,url,lightgbm,4,1,2,4278,2139,2139,0.043010752688172046
url,url,lightgbm,5,0,2,4314,2157,2157,0.04357904496986555
url,url,lightgbm,5,1,2,4258,2129,2129,0.05636449037106623
url,url,mlp,1,0,2,4255,2128,2127,0.01268796992481203
url,url,mlp,1,1,2,4317,2158,2159,0.007877664504170528
url,url,mlp,2,0,2,4269,2134,2135,0.0
url,url,mlp,2,1,2,4303,2152,2151,0.013475836431226766
url,url,mlp,3,0,2,4294,2147,2147,0.01350721937587331
url,url,mlp,3,1,2,4278,2139,2139,0.011220196353436185
url,url,mlp,4,0,2,4294,2147,2147,0.02095947834187238
url,url,mlp,4,1,2,4278,2139,2139,0.007947639083683964
url,url,mlp,5,0,2,4314,2157,2157,0.011126564673157162
url,url,mlp,5,1,2,4258,2129,2129,0.006575857209957727
url,url,real-tabpfn,1,0,2,4255,2128,2127,0.07048872180451128
url,url,real-tabpfn,1,1,2,4317,2158,2159,0.0639481000926784
url,url,real-tabpfn,2,0,2,4269,2134,2135,0.08575445173383317
url,url,real-tabpfn,2,1,2,4303,2152,2151,0.056226765799256506
url,url,real-tabpfn,3,0,2,4294,2147,2147,0.05961807172799255
url,url,real-tabpfn,3,1,2,4278,2139,2139,0.06077606358111267
url,url,real-tabpfn,4,0,2,4294,2147,2147,0.06427573358174196
url,url,real-tabpfn,4,1,2,4278,2139,2139,0.04815334268349696
url,url,real-tabpfn,5,0,2,4314,2157,2157,0.06536856745479833
url,url,real-tabpfn,5,1,2,4258,2129,2129,0.058713010803193987
url,url,rf,1,0,2,4255,2128,2127,0.12406015037593984
url,url,rf,1,1,2,4317,2158,2159,0.10333642261353104
url,url,rf,2,0,2,4269,2134,2135,0.11433926897844424
url,url,rf,2,1,2,4303,2152,2151,0.07760223048327138
url,url,rf,3,0,2,4294,2147,2147,0.10246856078248719
url,url,rf,3,1,2,4278,2139,2139,0.10004675081813932
url,url,rf,4,0,2,4294,2147,2147,0.15649743828598045
url,url,rf,4,1,2,4278,2139,2139,0.12809724170172979
url,url,rf,5,0,2,4314,2157,2157,0.25915623551228556
url,url,rf,5,1,2,4258,2129,2129,0.14795678722404884
url,url,tabdpt,1,0,2,4255,2128,2127,0.10855263157894737
url,url,tabdpt,1,1,2,4317,2158,2159,0.08433734939759036
url,url,tabdpt,2,0,2,4269,2134,2135,0.1190253045923149
url,url,tabdpt,2,1,2,4303,2152,2151,0.0724907063197026
url,url,tabdpt,3,0,2,4294,2147,2147,0.06334420121099209
url,url,tabdpt,3,1,2,4278,2139,2139,0.07199625993454885
url,url,tabdpt,4,0,2,4294,2147,2147,0.08337214718211458
url,url,tabdpt,4,1,2,4278,2139,2139,0.06404862085086489
url,url,tabdpt,5,0,2,4314,2157,2157,0.09874826147426982
url,url,tabdpt,5,1,2,4258,2129,2129,0.08219821512447158
url,url,tabicl,1,0,2,4255,2128,2127,0.09445488721804511
url,url,tabicl,1,1,2,4317,2158,2159,0.06719184430027804
url,url,tabicl,2,0,2,4269,2134,2135,0.09184629803186505
url,url,tabicl,2,1,2,4303,2152,2151,0.06552044609665428
url,url,tabicl,3,0,2,4294,2147,2147,0.05961807172799255
url,url,tabicl,3,1,2,4278,2139,2139,0.08321645628798503
url,url,tabicl,4,0,2,4294,2147,2147,0.08896134140661388
url,url,tabicl,4,1,2,4278,2139,2139,0.06124357176250585
url,url,tabicl,5,0,2,4314,2157,2157,0.09225776541492814
url,url,tabicl,5,1,2,4258,2129,2129,0.06341005166744951
url,url,tabnet,1,0,2,4255,2128,2127,0.030545112781954886
url,url,tabnet,1,1,2,4317,2158,2159,0.03475440222428174
url,url,tabnet,2,0,2,4269,2134,2135,0.03233364573570759
url,url,tabnet,2,1,2,4303,2152,2151,0.023234200743494422
url,url,tabnet,3,0,2,4294,2147,2147,0.02375407545412203
url,url,tabnet,3,1,2,4278,2139,2139,0.03225806451612903
url,url,tabnet,4,0,2,4294,2147,2147,0.029809035863996275
url,url,tabnet,4,1,2,4278,2139,2139,0.035998129967274424
url,url,tabnet,5,0,2,4314,2157,2157,0.0296708391284191
url,url,tabnet,5,1,2,4258,2129,2129,0.03147017379051198
url,url,tabpfn,1,0,2,4255,2128,2127,0.07518796992481203
url,url,tabpfn,1,1,2,4317,2158,2159,0.0639481000926784
url,url,tabpfn,2,0,2,4269,2134,2135,0.08528584817244611
url,url,tabpfn,2,1,2,4303,2152,2151,0.055297397769516726
url,url,tabpfn,3,0,2,4294,2147,2147,0.06613879832324174
url,url,tabpfn,3,1,2,4278,2139,2139,0.06217858812529219
url,url,tabpfn,4,0,2,4294,2147,2147,0.06660456450861667
url,url,tabpfn,4,1,2,4278,2139,2139,0.047685834502103785
url,url,tabpfn,5,0,2,4314,2157,2157,0.06861381548446917
url,url,tabpfn,5,1,2,4258,2129,2129,0.0643494598403006
us_stocks_financial,us_stocks_financial,lightgbm,1,0,2,1037,519,518,0.017341040462427744
us_stocks_financial,us_stocks_financial,lightgbm,1,1,2,2257,1128,1129,0.0425531914893617
us_stocks_financial,us_stocks_financial,lightgbm,2,0,2,1030,515,515,0.04854368932038835
us_stocks_financial,us_stocks_financial,lightgbm,2,1,2,2264,1132,1132,0.01678445229681979
us_stocks_financial,us_stocks_financial,lightgbm,3,0,2,1042,521,521,0.05566218809980806
us_stocks_financial,us_stocks_financial,lightgbm,3,1,2,2252,1126,1126,0.052397868561278864
us_stocks_financial,us_stocks_financial,lightgbm,4,0,2,1004,502,502,0.017928286852589643
us_stocks_financial,us_stocks_financial,lightgbm,4,1,2,2290,1145,1145,0.013973799126637555
us_stocks_financial,us_stocks_financial,lightgbm,5,0,2,1003,502,501,0.0199203187250996
us_stocks_financial,us_stocks_financial,lightgbm,5,1,2,2291,1145,1146,0.023580786026200874
us_stocks_financial,us_stocks_financial,mlp,1,0,2,1037,519,518,0.04046242774566474
us_stocks_financial,us_stocks_financial,mlp,1,1,2,2257,1128,1129,0.0017730496453900709
us_stocks_financial,us_stocks_financial,mlp,2,0,2,1030,515,515,0.027184466019417475
us_stocks_financial,us_stocks_financial,mlp,2,1,2,2264,1132,1132,0.007067137809187279
us_stocks_financial,us_stocks_financial,mlp,3,0,2,1042,521,521,0.046065259117082535
us_stocks_financial,us_stocks_financial,mlp,3,1,2,2252,1126,1126,0.006216696269982238
us_stocks_financial,us_stocks_financial,mlp,4,0,2,1004,502,502,0.05976095617529881
us_stocks_financial,us_stocks_financial,mlp,4,1,2,2290,1145,1145,0.014847161572052401
us_stocks_financial,us_stocks_financial,mlp,5,0,2,1003,502,501,0.04183266932270916
us_stocks_financial,us_stocks_financial,mlp,5,1,2,2291,1145,1146,0.011353711790393014
us_stocks_financial,us_stocks_financial,real-tabpfn,1,0,2,1037,519,518,0.04431599229287091
us_stocks_financial,us_stocks_financial,real-tabpfn,1,1,2,2257,1128,1129,0.03723404255319149
us_stocks_financial,us_stocks_financial,real-tabpfn,2,0,2,1030,515,515,0.0
us_stocks_financial,us_stocks_financial,real-tabpfn,2,1,2,2264,1132,1132,0.029151943462897525
us_stocks_financial,us_stocks_financial,real-tabpfn,3,0,2,1042,521,521,0.04222648752399232
us_stocks_financial,us_stocks_financial,real-tabpfn,3,1,2,2252,1126,1126,0.021314387211367674
us_stocks_financial,us_stocks_financial,real-tabpfn,4,0,2,1004,502,502,0.025896414342629483
us_stocks_financial,us_stocks_financial,real-tabpfn,4,1,2,2290,1145,1145,0.03406113537117904
us_stocks_financial,us_stocks_financial,real-tabpfn,5,0,2,1003,502,501,0.029880478087649404
us_stocks_financial,us_stocks_financial,real-tabpfn,5,1,2,2291,1145,1146,0.01834061135371179
us_stocks_financial,us_stocks_financial,rf,1,0,2,1037,519,518,0.025048169556840076
